Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,Investors Name,InvestmentnType,Amount in USD,Remarks,City
723,05/06/2017,Goomo,Consumer Internet,Online Travel & Holiday Booking platform,Emerging India,Private Equity,50000000,,Mumbai
725,06/06/2017,Spinny,eCommerce,Online Used Car marketplace,"Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon",Private Equity,1000000,,Gurgaon
728,06/06/2017,BHIVE Workspace,Consumer Internet,co-working spaces,Blume Ventures,Private Equity,1200000,,Bangalore
729,06/06/2017,wayForward,Consumer Internet,Mobile app for Mental Health,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",Seed Funding,1000000,,New Delhi
732,07/06/2017,ZipLoan,Consumer Internet,Online lending platform,WaterBridge Ventures,Seed Funding,650000,,New Delhi
733,07/06/2017,GrowFitter,Consumer Internet,health and fitness discovery platform,SQue Capital,Seed Funding,600000,,Mumbai
734,08/06/2017,Stratfit,Consumer Internet,Health coaching programs,Bodhtree Consulting Limited,Seed Funding,232000,,Hyderabad
735,08/06/2017,Multiplier Solutions,Technology,CRM Software for Healthcare space,Norwest Venture Partners,Private Equity,1500000,,Hyderabad
736,08/06/2017,ABI Health,Technology,Unified Digital Health Platform,Norwest Venture Partners,Private Equity,1500000,,Bangalore
737,08/06/2017,Stockal,Consumer Internet,App-based Investment advisory Services,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",Seed Funding,350000,,Bangalore
738,09/06/2017,Guidoo,Consumer Internet,Travel & adventure planning platform,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",Seed Funding,300000,,Mumbai
739,09/06/2017,eSahai.in,Consumer Internet,ambulance aggregator and medical taxi provider,"Dr Ramesh Ayyala, Satya Muthyala",Seed Funding,250000,,Hyderabad
741,12/06/2017,LendingKart,Consumer Internet,Online Lending platform,Yes Bank,Debt Funding,7800000,,Ahmedabad
742,12/06/2017,Boxx.ai,Technology,Artificial Intelligence,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",Private Equity,500000,,Bangalore
743,12/06/2017,PeeSafe.in,Healthcare,Hygiene care product manufacturer,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",Private Equity,1000000,,New Delhi
744,12/06/2017,Vista Rooms,Consumer Internet,Online rooms aggregation platform,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",Seed Funding,776000,,Mumbai
745,12/06/2017,CoverFox,Consumer Internet,Online insurance brokerage platform,Transamerica,Private Equity,15000000,,Mumbai
747,13/06/2017,Goodera,Technology,CSR and sustainability management platform,"Nexus Venture Partners, Omidyar Network",Private Equity,5500000,,Bangalore
749,14/06/2017,Ola,Consumer Internet,Cab Aggregation App,Tekne Capital Management LLC,Private Equity,50000000,,Bangalore
751,14/06/2017,MrNeeds,Consumer Internet,Micro Food Delivery platform,undisclosed investors,Seed Funding,500000,,Noida
752,15/06/2017,MoneyTap,Consumer Internet,Money Lending platform,"Sequoia India, NEA, Prime Venture Partners",Private Equity,12300000,,Bangalore
753,16/06/2017,Goodbox,eCommerce,Mobile SAAS\\xc2\\xa0 ECommerce platform for SMEs,"Nexus Venture Partners, Mekin Maheshwari",Private Equity,1000000,,Bangalore
754,16/06/2017,Fincash,Consumer Internet,Personal Finance platform,"Mohammed Khan, Sameer Narayan & Others",Seed Funding,100000,,Mumbai
755,16/06/2017,PortDesk,Technology,Maritime Solutions,Alphard Maritime Group,Seed Funding,2000000,,Noida
759,19/06/2017,Unbxd,Technology,Cloud-based product discovery platform,Eight Roads Ventures,Private Equity,12500000,,Bangalore
760,19/06/2017,DarwinBox,Technology,Enterprise human resources management platform,"Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP",Private Equity,4000000,,Hyderabad
761,20/06/2017,ForeverShop,Consumer Internet,Mobile based ecommerce platform,91maker.com,Seed Funding,300000,,Bangalore
762,20/06/2017,Insider.in,Consumer Internet,Events Ticketing platform,Paytm,Private Equity,5200000,,Mumbai
763,21/06/2017,Fynd,eCommerce,Fashion etailer,"IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital",Private Equity,2400000,,Mumbai
764,21/06/2017,Grow Fit,Consumer Internet,Health-Tech platform,"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust",Private Equity,4500000,,Bangalore
765,21/06/2017,Fabulyst,Technology,Artificial Intelligence based platform,iBhubs,Seed Funding,215000,,Hyderabad
766,21/06/2017,mSwipe,Technology,Point-of-Sale services,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners",Private Equity,31000000,,Mumbai
768,22/06/2017,Julia Computing,Technology,Open Source Language for Data Science and Machine Learning,"General Catalyst, Founder Collective",Private Equity,4600000,,Bangalore
769,22/06/2017,Kissht,Consumer Internet,Consumer Lending platform,"Endiya Partners, Ventureast",Private Equity,2000000,,Mumbai
770,22/06/2017,Explore Life traveling,Consumer Internet,Local homes booking platform,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed Funding,500000,,Bangalore
771,23/06/2017,Loantap,Consumer Internet,Lending platform for salaried professionals,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",Private Equity,4000000,,Mumbai
772,23/06/2017,Voxweb,Consumer Internet,Mobile based social networking platform,Undisclosed investors,Seed Funding,1000000,,Mumbai
773,26/06/2017,HUG Innovations,Technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",Private Equity,5000000,,Hyderabad
774,26/06/2017,Flipkart,eCommerce,Online marketplace,Naspers,Private Equity,71000000,,Bangalore
775,26/06/2017,V Resorts,Consumer Internet,Holiday & Vacation resort aggregator,"Seedfund, RB International",Private Equity,4000000,,Noida
776,27/06/2017,Stashfin,Consumer Internet,Personal Finance App,"Snow Leopard Ventures, Alto Partners",Private Equity,5000000,,New Delhi
778,27/06/2017,Spares Hub,eCommerce,Automobile parts marketplace,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",Seed Funding,311000,,Pune
780,28/06/2017,Rubique,Consumer Internet,Online Marketplace for financial products,"Kalaari Capital, Udayan Goyal",Private Equity,3000000,,Mumbai
781,28/06/2017,Niki.ai,Consumer Internet,AI Based Personal Assistant,"SAP.iO, Unilazer Ventures",Private Equity,2000000,,Bangalore
782,29/06/2017,Fitpass,Consumer Internet,Online Fitness Marketplace,"Abhinav Bindra, Gaurav Marya",Private Equity,1000000,,New Delhi
784,30/06/2017,Tagos Design,Technology,in-video discovery platform,Undisclosed Investors,Private Equity,5000000,,Bangalore
785,30/06/2017,UrbanClap,Consumer Internet,Mobile Services Marketplace,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",Private Equity,21000000,,Gurgaon
786,01/05/2017,Ace2three,Consumer Internet,Online Rummy playing Website,Clairvest Group,Private Equity,73700000,,Hyderabad
787,01/05/2017,Power2SME,eCommerce,Buying portal for SMEs,International Finance Corporation,Private Equity,10000000,,Gurgaon
788,02/05/2017,Innovapptive,Technology,Enterprise Mobility Solutions,Hyderabad Angels,Seed Funding,1500000,,Hyderabad
789,02/05/2017,4tigo,Logistics,Truck Network company,"Accel Partners, Nandan Nilekani,",Private Equity,10000000,,Bangalore
791,02/05/2017,ZippServe,Consumer Internet,Real estate risk assessment platform,undisclosed investors,Seed Funding,390000,,Bangalore
792,03/05/2017,Ola,Consumer Internet,Cab Aggregation App,"Falcon Edge Capital,\\xc2\\xa0 Capital Advisers",Private Equity,104500000,,Bangalore
793,03/05/2017,Sumeru,Technology,Software & Mobile development services,undisclosed investors,Seed Funding,1000000,,Bangalore
799,05/05/2017,Balance App,Consumer Internet,Money Savings & Management App,Rainmatter,Seed Funding,233000,,Bangalore
800,08/05/2017,YepMe,eCommerce,Private Label Fashion etailer,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",Private Equity,700000,,Gurgaon
803,08/05/2017,MyGreens,Food & Beverage,Cold-press Juices manufacturer,"Ajay Relan, LetsVenture",Seed Funding,1000000,,New Delhi
804,08/05/2017,Ace Turtle,Technology,Omni-Channel Platform,"Vertex Ventures, C31 Ventures",Private Equity,5000000,,Bangalore
805,08/05/2017,CureFit,Technology,Health-Tech Platform,"Trifecta Capital Advisors LLP, Prathithi Investment Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others",Private Equity,3200000,,Bangalore
806,09/05/2017,Curie Labs,Technology,Energy Analytics startup,Satoshi Studios,Seed Funding,50000,,New Delhi
811,10/05/2017,Vidooly,Consumer Internet,Video Intelligence platform,"Times Internet, GVFL",Private Equity,1400000,,Noida
812,10/05/2017,Shopclues,eCommerce,Online marketplace,InnoVen Capital,Private Equity,7700000,,Gurgaon
813,10/05/2017,Fourth Ambit,Consumer Internet,Community Building platform,1Crowd,Seed Funding,600000,,Bangalore
815,11/05/2017,Early Salary,Consumer Internet,Online lending platform,"DG Ventures India, Dewan Housing Finance Corp",Private Equity,4000000,,Pune
818,12/05/2017,Legal Raasta,Consumer Internet,Legal Services to SMEs & Individuals,Impanix Capital,Private Equity,5000000,,New Delhi
820,12/05/2017,Remit Guru,Consumer Internet,Digital money transfer platform,"Infibeam, CCavenue",Private Equity,466000,,Mumbai
821,12/05/2017,Aequm,eCommerce,Cloud ECommerce platform,undisclosed investors,Seed Funding,1000000,,Bangalore
822,15/05/2017,Zapty,Technology,Project Management tool,IdeaSpring Capital,Seed Funding,500000,,Bangalore
825,16/05/2017,Telr,Technology,Online Payment Gateway,Innovations East,Private Equity,3000000,,Mumbai
826,16/05/2017,Fynd,eCommerce,Fashion ECommerce Portal,Rocketship,Private Equity,500000,,Mumbai
827,17/05/2017,Genie,Consumer Internet,hyperlocal delivery and logistics mobile app,undisclosed investors,Seed Funding,250000,,Chennai
828,17/05/2017,Paysense,Consumer Internet,Online Lending platform,Jungle Ventures,Private Equity,5300000,,Mumbai
829,18/05/2017,The Good Life,ECommerce,Online Luxury Tea etailer,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed Funding,1000000,,Mumbai
831,18/05/2017,Paytm,ECommerce,Mobile Wallet & ECommerce platform,SoftBank Group,Private Equity,1400000000,,Bangalore
832,19/05/2017,EzCred,Consumer Internet,Consumer Lending Platform,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed Funding,1000000,,Bangalore
835,22/05/2017,Delhivery,Logistics,ECommerce Logistics provider,Fosun International,Private Equity,30000000,,New Delhi
836,22/05/2017,ZipGrid,Consumer Internet,"Cashless, paperless solutions for Housing societies","JLL, 1Crowd",Seed Funding,500000,,Mumbai
838,23/05/2017,Magicpin,Consumer Internet,Hyperlocal discovery platform,"Lightspeed Venture Partners, Vy Capital,",Private Equity,6600000,,Gurgaon
840,23/05/2017,Box8,Consumer Internet,Food Delivery Platform,Trifecta Capital,Private Equity,1000000,,Mumbai
841,24/05/2017,GenNext Students,Consumer Internet,Online Tutoring Services,Undisclosed Investors,Seed Funding,580000,,Mumbai
842,25/05/2017,Aye Finance,Finance,Non-Banking Financial Company,Blue Orchard,Private Equity,8000000,,Gurgaon
847,29/05/2017,Collateral Medical,eCommerce,Online Medical equipment supplier,Carpediem Capital,Private Equity,3500000,,Mumbai
850,30/05/2017,Supr Daily,Consumer Internet,Subscription based delivery platform,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Private Equity,1500000,,Mumbai
851,30/05/2017,Swiggy,Consumer Internet,Online food delivery platform,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Private Equity,80000000,,Bangalore
852,31/05/2017,SastaSundar,eCommerce,Online Pharmacy,Rohto Pharmaceutical,Private Equity,5000000,,Kolkata
853,31/05/2017,Magicpin,Consumer Internet,Hyperlocal Discovery\\xc2\\xa0 & Rewards platform,"Lightspeed India Partners, Waterbridge Ventures",Private Equity,7000000,,Gurgaon
854,01/04/2017,Cashe,Consumer Internet,Online & Mobile based Lending platform,"Mathew Cyriac, Florintree Advisors,",Private Equity,3800000,,Mumbai
855,03/04/2017,Eruditus,Education,Executive Education Provider,Bertelsmann India,Private Equity,8200000,,Mumbai
857,03/04/2017,Healthcare at Home,Healthcare,Home Healthcare Provider,Quadria Capital Advisors,Private Equity,40000000,,Noida
860,04/04/2017,WayCool,Food & Beverage,Fresh-Produce Distribution Platform,Aspada Investments,Private Equity,2700000,,Chennai
861,04/04/2017,Perfios,Technology,Fin-Tech Solutions,Bessemer Venture Partners,Private Equity,6100000,,Bangalore
862,04/04/2017,Whatfix,Technology,Interactive Tech-Support Guides,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private Equity,3690000,,Bangalore
863,04/04/2017,ElastiRun,Technology,App based Logistics & Distribution platform,"Kalaari Capital, Norwest Venture Partners",Private Equity,7000000,,Pune
864,04/04/2017,Trukky,Consumer Internet,Online Truck Aggregator & Booking platform,"Keyur Joshi, Pavan Bakeri",Seed Funding,500000,,Ahmedabad
865,04/04/2017,Konsult App,Consumer Internet,App based Doctor Consulting platform,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed Funding,500000,,New Delhi
867,05/04/2017,Fingerlix,Consumer Internet,Food Delivery Platform,Zephyr Peacock India,Private Equity,3000000,,Mumbai
869,06/04/2017,Medwell Ventures,Healthcare,Home-Based Healthcare provider,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,21000000,,Bangalore
870,06/04/2017,Mech Mocha,Consumer Internet,Mobile gaming startup,"Accel Partners, Shunwei Capital",Private Equity,5000000,,Bangalore
874,07/04/2017,PharmEasy,eCommerce,Online Pharmacy,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Equity,18000000,,Mumbai
876,08/04/2017,FastFox,Consumer Internet,Online rental discovery platform,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Private Equity,4600000,,Gurgaon
877,10/04/2017,Omnify,Technology,SaaS platform for SMEs,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed Funding,150000,,Bangalore
878,10/04/2017,Capital Float,Consumer Internet,Online Lending Platform for SME,Mahindra and Mahindra Financial Services,Private Equity,2300000,,Bangalore
879,11/04/2017,Ninjacart,eCommerce,B2B agri-marketing platform,"Accel Partners, Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Equity,5500000,,Bangalore
880,11/04/2017,MergerWare,Technology,Software solutions for M&As,Philippe Bouchet,Seed Funding,100000,,Bangalore
882,12/04/2017,Clovia,eCommerce,Online lingerie & Sleepwear etailer,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",Private Equity,4000000,,New Delhi
883,12/04/2017,Emiza,Logistics,Third Party Logistics provider,"Mayfield, Nishant Rao, Dileep Nath",Private Equity,4500000,,Mumbai
884,12/04/2017,HackerEarth,Consumer Internet,Online Skill Assessment Platform,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",Private Equity,4500000,,Bangalore
885,12/04/2017,Squadrun,Technology,Software-As-a-Service Platform,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Equity,2100000,,Noida
889,13/04/2017,WeAreHolidays,Consumer Internet,Travel Packages & Planner marketplace,"Urrshila Kerkar,",Private Equity,7700000,,Gurgaon
890,14/04/2017,Ola Cabs,Consumer Internet,Cab Aggregator App,SIMI Pacific Pte,Private Equity,260000000,,Bangalore
891,15/04/2017,Myly,Consumer Internet,Mobile App for Schools,mall Industries Development Bank of India (SIDBI),Seed Funding,310000,,Jaipur
892,17/04/2017,CrediHealth,Consumer Internet,Online Medical Assistance platform,"Tolaram Inc, Mountain Pine Capital",Private Equity,1500000,,Gurgaon
895,17/04/2017,Snackible,Food & Beverages,Healthy Snacks manufacturer,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,175000,,Mumbai
896,17/04/2017,Be U Salons,Consumer Internet,Online Salon discovery & Booking Services,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed Funding,620000,,New Delhi
898,17/04/2017,LendingKart,Consumer Internet,Lending platform for small businesses,Anicut Capital,Private Equity,4650000,,Ahmedabad
899,18/04/2017,Innefu Security Consulting,Technology,Cyber Security solutions using AI,IndiaNivesh Venture Capital Fund,Private Equity,2000000,,New Delhi
900,18/04/2017,Whodat,Technology,Markerless AR platform,Ideaspring Capital,Private Equity,600000,,Bangalore
901,18/04/2017,Absentia VR,Technology,Virtual Reality Startup,Exfinity Venture Partners,Private Equity,1250000,,Bangalore
902,19/04/2017,IOTrek,Technology,IoT Platform for Bus,Undisclosed Investor,Seed Funding,155000,,New Delhi
903,20/04/2017,HolaChef,Consumer Internet,Online Food Delivery,"SIDBI Venture Capital Ltd, Kalaari Capital",Private Equity,3000000,,Mumbai
905,21/04/2017,Video Ken,Consumer Internet,Video Based Collaborative Learning,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed Funding,1000000,,Bangalore
906,24/04/2017,Faasos,Food & Beverage,QSR chain and online food delivery,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Equity,6300000,,Pune
907,24/04/2017,Oyo Rooms,Consumer Internet,Branded Budget Hotels Aggregator,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,250000000,,Gurgaon
908,24/04/2017,Toppr,Consumer Internet,Learning mobile app for students,WGG International,Private Equity,3200000,,Mumbai
910,25/04/2017,The Office Pass,Consumer Internet,CoWorking Spaces booking platform,"Arun Tadanki, Aditya Verma",Seed Funding,245000,,Gurgaon
911,25/04/2017,UrbanClap,Consumer Internet,Mobile Services Marketplace,Trifecta Capital,Private Equity,3100000,,Gurgaon
912,26/04/2017,Awfis,Consumer Internet,Collaborative co-Working Spaces,Sequoia India,Private Equity,20000000,,Mumbai
914,26/04/2017,Flytxt,Technology,Customer data analytics software,DAH Beteiligungs GmbH,Private Equity,11000000,,Mumbai
915,26/04/2017,Howdy Ventures,Consumer Internet,Public and Private Events creation app,S. Xavier Britto,Seed Funding,1500000,,Chennai
